sample_id,read1,read2,gpu_profile
taras_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Taras_9D38886RP3F358358PA_AH32CJDSXY_L3_358358.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Taras_9D38886RP3F358358PA_AH32CJDSXY_L3_358358.R2.fastp.fastq.gz,1gpu
taras_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Taras_9D38886RP3F358358PA_BH32CVDSXY_L4_358358.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Taras_9D38886RP3F358358PA_BH32CVDSXY_L4_358358.R2.fastp.fastq.gz,1gpu
taras_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Taras_9D38886RP3F358358PB_AH32CJDSXY_L4_358358.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Taras_9D38886RP3F358358PB_AH32CJDSXY_L4_358358.R2.fastp.fastq.gz,1gpu
taras_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Taras_9D38886RP3F358358PB_AH32H3DSXY_L1_358358.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Taras_9D38886RP3F358358PB_AH32H3DSXY_L1_358358.R2.fastp.fastq.gz,1gpu
thor_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Thor_9D38814RP3F304304PC_BH32KHDSXY_L2_304304.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Thor_9D38814RP3F304304PC_BH32KHDSXY_L2_304304.R2.fastp.fastq.gz,1gpu
thor_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Thor_9D38814RP3F304304PC_BHYV5TDSXX_L2_304304.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Thor_9D38814RP3F304304PC_BHYV5TDSXX_L2_304304.R2.fastp.fastq.gz,1gpu
thor_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Thor_9D38814RP3F346346PB_BHYV5TDSXX_L2_346346.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Thor_9D38814RP3F346346PB_BHYV5TDSXX_L2_346346.R2.fastp.fastq.gz,1gpu
titus_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Titus_9D38833RP3F342342PA_AH2YKCDSXY_L1_342342.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Titus_9D38833RP3F342342PA_AH2YKCDSXY_L1_342342.R2.fastp.fastq.gz,1gpu
titus_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Titus_9D38833RP3F342342PA_BH32KHDSXY_L1_342342.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Titus_9D38833RP3F342342PA_BH32KHDSXY_L1_342342.R2.fastp.fastq.gz,1gpu
titus_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Titus_9D38833RP3F384384PB_AH2YKCDSXY_L1_384384.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Titus_9D38833RP3F384384PB_AH2YKCDSXY_L1_384384.R2.fastp.fastq.gz,1gpu
top_L01,/jic/archive/projects/watseq/My_Book_Duo/Top_DP8400011718TR_L01_549.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Top_DP8400011718TR_L01_549.R2.fastq.gz,1gpu
top_L01,/jic/archive/projects/watseq/My_Book_Duo/Top_DP8400011718TR_L01_550.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Top_DP8400011718TR_L01_550.R2.fastq.gz,1gpu
top_L01,/jic/archive/projects/watseq/My_Book_Duo/Top_FP200000081BL_L01_580.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Top_FP200000081BL_L01_580.R2.fastq.gz,1gpu
torch_L01,/jic/archive/projects/watseq/My_Book_Duo/torch_DP8400011550BR_L01_593.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/torch_DP8400011550BR_L01_593.R2.fastq.gz,1gpu
torch_L01,/jic/archive/projects/watseq/My_Book_Duo/torch_DP8400011550BR_L01_594.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/torch_DP8400011550BR_L01_594.R2.fastq.gz,1gpu
torfrida_L01,/jic/archive/projects/watseq/My_Book_Duo/Torfrida_FP100001184BR_L01_523.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Torfrida_FP100001184BR_L01_523.R2.fastq.gz,1gpu
torfrida_L01,/jic/archive/projects/watseq/My_Book_Duo/Torfrida_FP100001184BR_L01_524.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Torfrida_FP100001184BR_L01_524.R2.fastq.gz,1gpu
trafalgar_L01,/jic/archive/projects/watseq/My_Book_Duo/Trafalgar_DP8400011718TR_L01_553.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Trafalgar_DP8400011718TR_L01_553.R2.fastq.gz,1gpu
trafalgar_L01,/jic/archive/projects/watseq/My_Book_Duo/Trafalgar_DP8400011718TR_L01_554.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Trafalgar_DP8400011718TR_L01_554.R2.fastq.gz,1gpu
trafalgar_L01,/jic/archive/projects/watseq/My_Book_Duo/Trafalgar_FP200000081BL_L01_581.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Trafalgar_FP200000081BL_L01_581.R2.fastq.gz,1gpu
tremie_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Tremie_9D38862RP3F339339PB_BH32CVDSXY_L3_339339.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Tremie_9D38862RP3F339339PB_BH32CVDSXY_L3_339339.R2.fastp.fastq.gz,1gpu
tremie_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Tremie_9D38862RP3F339339PC_BH32CVDSXY_L2_339339.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Tremie_9D38862RP3F339339PC_BH32CVDSXY_L2_339339.R2.fastp.fastq.gz,1gpu
triumph_ndl_L01,/jic/archive/projects/watseq/My_Book_Duo/Triumph_NDL_FP100001131BL_L01_513.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Triumph_NDL_FP100001131BL_L01_513.R2.fastq.gz,1gpu
triumph_ndl_L01,/jic/archive/projects/watseq/My_Book_Duo/Triumph_NDL_FP100001131BL_L01_514.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Triumph_NDL_FP100001131BL_L01_514.R2.fastq.gz,1gpu
turpin_L01,/jic/archive/projects/watseq/My_Book_Duo/Turpin_FP100001186BR_L01_529.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Turpin_FP100001186BR_L01_529.R2.fastq.gz,1gpu
turpin_L01,/jic/archive/projects/watseq/My_Book_Duo/Turpin_FP100001186BR_L01_530.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Turpin_FP100001186BR_L01_530.R2.fastq.gz,1gpu
urban_L01,/jic/archive/projects/watseq/My_Book_Duo/Urban_FP100001187BR_L01_513.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Urban_FP100001187BR_L01_513.R2.fastq.gz,1gpu
urban_L01,/jic/archive/projects/watseq/My_Book_Duo/Urban_FP100001187BR_L01_514.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Urban_FP100001187BR_L01_514.R2.fastq.gz,1gpu
vaguedepis_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vaguedepis_9D38821RP3F314314PC_BHYV5TDSXX_L3_314314.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vaguedepis_9D38821RP3F314314PC_BHYV5TDSXX_L3_314314.R2.fastp.fastq.gz,1gpu
vaguedepis_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vaguedepis_9D38821RP3F356356PB_BH327VDSXY_L4_356356.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vaguedepis_9D38821RP3F356356PB_BH327VDSXY_L4_356356.R2.fastp.fastq.gz,1gpu
vaguedepis_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vaguedepis_9D38821RP3F356356PB_BHYV5TDSXX_L3_356356.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vaguedepis_9D38821RP3F356356PB_BHYV5TDSXX_L3_356356.R2.fastp.fastq.gz,1gpu
veritas_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/veritas_9D38894RP3F323323PB_AH32CJDSXY_L3_323323.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/veritas_9D38894RP3F323323PB_AH32CJDSXY_L3_323323.R2.fastp.fastq.gz,1gpu
veritas_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/veritas_9D38894RP3F323323PB_BH32CVDSXY_L1_323323.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/veritas_9D38894RP3F323323PB_BH32CVDSXY_L1_323323.R2.fastp.fastq.gz,1gpu
veritas_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/veritas_9D38894RP3F323323PC_BH322JDSXY_L2_323323.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/veritas_9D38894RP3F323323PC_BH322JDSXY_L2_323323.R2.fastp.fastq.gz,1gpu
vilmorin_27_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin27_9D38822RP3F311311PA_BHYV5TDSXX_L3_311311.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin27_9D38822RP3F311311PA_BHYV5TDSXX_L3_311311.R2.fastp.fastq.gz,1gpu
vilmorin_27_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin27_9D38822RP3F352352PB_BH32KHDSXY_L1_352352.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin27_9D38822RP3F352352PB_BH32KHDSXY_L1_352352.R2.fastp.fastq.gz,1gpu
vilmorin_27_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin27_9D38822RP3F352352PB_BHYV5TDSXX_L3_352352.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin27_9D38822RP3F352352PB_BHYV5TDSXX_L3_352352.R2.fastp.fastq.gz,1gpu
vilmorin_53_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin-53_9D38823RP3F305305PA_BH32KHDSXY_L1_305305.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin-53_9D38823RP3F305305PA_BH32KHDSXY_L1_305305.R2.fastp.fastq.gz,1gpu
vilmorin_53_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin-53_9D38823RP3F305305PA_BHYV5TDSXX_L4_305305.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin-53_9D38823RP3F305305PA_BHYV5TDSXX_L4_305305.R2.fastp.fastq.gz,1gpu
vilmorin_53_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin-53_9D38823RP3F347347PB_BHYV5TDSXX_L4_347347.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Vilmorin-53_9D38823RP3F347347PB_BHYV5TDSXX_L4_347347.R2.fastp.fastq.gz,1gpu
virgo_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Virgo_9D38831RP3F319319PA_AH2YKCDSXY_L1_319319.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Virgo_9D38831RP3F319319PA_AH2YKCDSXY_L1_319319.R2.fastp.fastq.gz,1gpu
virgo_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Virgo_9D38831RP3F360360PB_AH2YKCDSXY_L1_360360.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Virgo_9D38831RP3F360360PB_AH2YKCDSXY_L1_360360.R2.fastp.fastq.gz,1gpu
vocal_L01,/jic/archive/projects/watseq/My_Book_Duo/Vocal_DP8400011551BR_L01_583.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Vocal_DP8400011551BR_L01_583.R2.fastq.gz,1gpu
vocal_L01,/jic/archive/projects/watseq/My_Book_Duo/Vocal_DP8400011551BR_L01_584.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Vocal_DP8400011551BR_L01_584.R2.fastq.gz,1gpu
voyage_L01,/jic/archive/projects/watseq/My_Book_Duo/Voyage_DP8400011551BR_L01_591.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Voyage_DP8400011551BR_L01_591.R2.fastq.gz,1gpu
voyage_L01,/jic/archive/projects/watseq/My_Book_Duo/Voyage_DP8400011551BR_L01_592.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Voyage_DP8400011551BR_L01_592.R2.fastq.gz,1gpu
walde_L01,/jic/archive/projects/watseq/My_Book_Duo/Walde_DP8400011548BL_L01_569.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Walde_DP8400011548BL_L01_569.R2.fastq.gz,1gpu
walde_L01,/jic/archive/projects/watseq/My_Book_Duo/Walde_DP8400011548BL_L01_570.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Walde_DP8400011548BL_L01_570.R2.fastq.gz,1gpu
warrior_L01,/jic/archive/projects/watseq/My_Book_Duo/Warrior_FP100001137BL_L01_537.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Warrior_FP100001137BL_L01_537.R2.fastq.gz,1gpu
warrior_L01,/jic/archive/projects/watseq/My_Book_Duo/Warrior_FP100001137BL_L01_538.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Warrior_FP100001137BL_L01_538.R2.fastq.gz,1gpu
wasp_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/wasp_9D38891RP3F364364PA_AH32CJDSXY_L3_364364.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/wasp_9D38891RP3F364364PA_AH32CJDSXY_L3_364364.R2.fastp.fastq.gz,1gpu
wasp_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/wasp_9D38891RP3F364364PA_AH32H3DSXY_L2_364364.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/wasp_9D38891RP3F364364PA_AH32H3DSXY_L2_364364.R2.fastp.fastq.gz,1gpu
wasp_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/wasp_9D38891RP3F364364PB_AH32CJDSXY_L4_364364.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/wasp_9D38891RP3F364364PB_AH32CJDSXY_L4_364364.R2.fastp.fastq.gz,1gpu
wasp_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/wasp_9D38891RP3F364364PB_AH32H3DSXY_L3_364364.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/wasp_9D38891RP3F364364PB_AH32H3DSXY_L3_364364.R2.fastp.fastq.gz,1gpu
werla_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Werla_9D38817RP3F318318PC_BHYV5TDSXX_L2_318318.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Werla_9D38817RP3F318318PC_BHYV5TDSXX_L2_318318.R2.fastp.fastq.gz,1gpu
werla_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Werla_9D38817RP3F359359PB_BH32KHDSXY_L1_359359.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Werla_9D38817RP3F359359PB_BH32KHDSXY_L1_359359.R2.fastp.fastq.gz,1gpu
werla_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Werla_9D38817RP3F359359PB_BHYV5TDSXX_L2_359359.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Werla_9D38817RP3F359359PB_BHYV5TDSXX_L2_359359.R2.fastp.fastq.gz,1gpu
wizard_L01,/jic/archive/projects/watseq/My_Book_Duo/Wizard_DP8400011681BR_L01_501.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Wizard_DP8400011681BR_L01_501.R2.fastq.gz,1gpu
wizard_L01,/jic/archive/projects/watseq/My_Book_Duo/Wizard_DP8400011681BR_L01_502.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Wizard_DP8400011681BR_L01_502.R2.fastq.gz,1gpu
wizard_L01,/jic/archive/projects/watseq/My_Book_Duo/Wizard_FP200000081BL_L01_501.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Wizard_FP200000081BL_L01_501.R2.fastq.gz,1gpu
wizard_L01,/jic/archive/projects/watseq/My_Book_Duo/Wizard_FP200000081BL_L01_502.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Wizard_FP200000081BL_L01_502.R2.fastq.gz,1gpu
xi_19_L01,/jic/archive/projects/watseq/My_Book_Duo/Xi_19_DP8400011548BL_L01_581.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Xi_19_DP8400011548BL_L01_581.R2.fastq.gz,1gpu
xi_19_L01,/jic/archive/projects/watseq/My_Book_Duo/Xi_19_DP8400011548BL_L01_582.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Xi_19_DP8400011548BL_L01_582.R2.fastq.gz,1gpu
zemon_L01,/jic/archive/projects/watseq/My_Book_Duo/Zemon_FP100001131BL_L01_517.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Zemon_FP100001131BL_L01_517.R2.fastq.gz,1gpu
zemon_L01,/jic/archive/projects/watseq/My_Book_Duo/Zemon_FP100001131BL_L01_518.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Zemon_FP100001131BL_L01_518.R2.fastq.gz,1gpu
bersee_L01,/jic/archive/projects/watseq/My_Book_Duo/Bersee_DP8400011526TL_L01_551.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Bersee_DP8400011526TL_L01_551.R2.fastq.gz,1gpu
bersee_L01,/jic/archive/projects/watseq/My_Book_Duo/Bersee_DP8400011526TL_L01_552.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Bersee_DP8400011526TL_L01_552.R2.fastq.gz,1gpu
bersee_L01,/jic/archive/projects/watseq/My_Book_Duo/Bersee_DP8400011697BL_L01_551.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Bersee_DP8400011697BL_L01_551.R2.fastq.gz,1gpu
bersee_L01,/jic/archive/projects/watseq/My_Book_Duo/Bersee_DP8400011697BL_L01_552.R1.fastq.gz,/jic/archive/projects/watseq/My_Book_Duo/Bersee_DP8400011697BL_L01_552.R2.fastq.gz,1gpu
boreonos_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Boreonos_9D38881RP3F351351PA_BH32CVDSXY_L4_351351.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Boreonos_9D38881RP3F351351PA_BH32CVDSXY_L4_351351.R2.fastp.fastq.gz,1gpu
boreonos_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Boreonos_9D38881RP3F351351PB_AH32H3DSXY_L1_351351.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Boreonos_9D38881RP3F351351PB_AH32H3DSXY_L1_351351.R2.fastp.fastq.gz,1gpu
claire_(10+pan)_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F316316PA_BHYV5TDSXX_L4_316316.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F316316PA_BHYV5TDSXX_L4_316316.R2.fastp.fastq.gz,1gpu
claire_(10+pan)_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F357357PB_AH325HDSXY_L2_357357.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F357357PB_AH325HDSXY_L2_357357.R2.fastp.fastq.gz,1gpu
claire_(10+pan)_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F357357PB_BHYV5TDSXX_L4_357357.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F357357PB_BHYV5TDSXX_L4_357357.R2.fastp.fastq.gz,1gpu
joss_cambier_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F316316PA_BHYV5TDSXX_L4_316316.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F316316PA_BHYV5TDSXX_L4_316316.R2.fastp.fastq.gz,1gpu
joss_cambier_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F357357PB_AH325HDSXY_L2_357357.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F357357PB_AH325HDSXY_L2_357357.R2.fastp.fastq.gz,1gpu
joss_cambier_L4,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F357357PB_BHYV5TDSXX_L4_357357.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean1/Joss-Cambier_9D38825RP3F357357PB_BHYV5TDSXX_L4_357357.R2.fastp.fastq.gz,1gpu
mironovska_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Mironovska_9D38834RP3F344344PC_AH33CYDSXY_L2_344344.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Mironovska_9D38834RP3F344344PC_AH33CYDSXY_L2_344344.R2.fastp.fastq.gz,1gpu
mironovska_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Mironovska_9D38834RP3F387387PB_AH33CYDSXY_L2_387387.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Mironovska_9D38834RP3F387387PB_AH33CYDSXY_L2_387387.R2.fastp.fastq.gz,1gpu
riband_L1,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Riband_9D38849RP3F323323PC_AH33CYDSXY_L1_323323.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Riband_9D38849RP3F323323PC_AH33CYDSXY_L1_323323.R2.fastp.fastq.gz,1gpu
riband_L2,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Riband_9D38849RP3F365365PB_AH2WKGDSXY_L2_365365.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Riband_9D38849RP3F365365PB_AH2WKGDSXY_L2_365365.R2.fastp.fastq.gz,1gpu
scipion_L3,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Scipion_9D38860RP3F318318PA_BH322JDSXY_L3_318318.R1.fastp.fastq.gz,/jic/archive/projects/watseq/ECS/pr-raw-watseq/WatSeq-modern_global_reads/data/modern_clean2/Scipion_9D38860RP3F318318PA_BH322JDSXY_L3_318318.R2.fastp.fastq.gz,1gpu
